ID	lon	lat	DOC	POC	discharge	QlagDOC	QlagPOC	FID_1
852670	89.025	65.925	NA	NA	154.845169	NA	NA	NA
852671	89.075	65.925	NA	NA	154.248015	NA	NA	NA
852672	89.125	65.925	NA	NA	152.257667	NA	NA	NA
854411	-149.925	65.875	NA	NA	150.407482	NA	NA	NA
854412	-149.875	65.875	135.306373	121.61392	150.299433	14.99306	28.685513	NA
854413	-149.825	65.875	NA	NA	150.309429	NA	NA	NA
854414	-149.775	65.875	136.442947	127.328325	150.307493	13.864546	22.979168	NA
854415	-149.725	65.875	136.293696	131.329311	150.306087	14.012392	18.976776	NA
854416	-149.675	65.875	136.711226	133.173561	150.30421	13.592984	17.130649	NA
854417	-149.625	65.875	136.682101	131.45555	150.302664	13.620563	18.847114	NA
854418	-149.575	65.875	136.833704	135.802709	150.299641	13.465938	14.496933	NA
854419	-149.525	65.875	136.874405	135.417339	150.291237	13.416832	14.873898	NA
854420	-149.475	65.875	136.385	129.341612	150.289267	13.904267	20.947655	NA
854421	-149.425	65.875	135.894756	129.262889	150.286691	14.391935	21.023802	NA
854422	-149.375	65.875	135.022121	133.689444	150.283881	15.26176	16.594437	NA
854423	-149.325	65.875	NA	NA	150.282039	NA	NA	NA
854424	-149.275	65.875	133.046053	113.956887	150.280171	17.234119	36.323284	NA
854425	-149.225	65.875	134.239453	118.647789	150.275604	16.036151	31.627816	NA
854529	-144.025	65.875	134.131905	139.407933	148.591866	14.459961	9.183933	NA
858712	65.125	65.875	NA	NA	160.359132	NA	NA	NA
858713	65.175	65.875	126.003215	123.403736	159.380686	33.377471	35.97695	NA
858714	65.225	65.875	126.424223	123.473822	159.423454	32.99923	35.949631	NA
858715	65.275	65.875	126.697818	123.603493	159.450407	32.752589	35.846913	NA
858716	65.325	65.875	126.638237	124.140967	159.503737	32.8655	35.362769	NA
858717	65.375	65.875	125.694642	123.333495	158.449036	32.754394	35.115541	NA
858718	65.425	65.875	126.824932	124.547233	158.518229	31.693297	33.970995	NA
858719	65.475	65.875	126.582149	124.078169	153.462348	26.880199	29.384179	NA
858727	65.875	65.875	125.466445	122.618908	145.527205	20.06076	22.908297	NA
859192	89.125	65.875	NA	NA	154.241121	NA	NA	NA
859193	89.175	65.875	NA	NA	154.223981	NA	NA	NA
859194	89.225	65.875	NA	NA	154.216858	NA	NA	NA
859195	89.275	65.875	NA	NA	151.771879	NA	NA	NA
860928	-150.075	65.825	NA	NA	150.311028	NA	NA	NA
860929	-150.025	65.825	134.720688	123.306703	150.306606	15.585918	26.999903	NA
